iShares Core S&P Mid-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Apr 30, 2018"
Total Net Assets,"44,615,166,831.39"
Shares Outstanding,"238,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"FSLR","FIRST SOLAR INC","Equity","0.34","70.91","2,120,654.00","150,375,575.14","150,375,575.14","Information Technology","B1HMF22","US3364331070","NASDAQ"
"LOGM","LOGMEIN INC","Equity","0.34","110.20","1,364,131.00","150,327,236.20","150,327,236.20","Information Technology","B600J15","US54142L1098","NASDAQ"
"DCI","DONALDSON INC","Equity","0.34","44.26","3,380,598.00","149,625,267.48","149,625,267.48","Industrials","2276467","US2576511099","New York Stock Exchange Inc."
"JHG","JANUS HENDERSON GROUP PLC","Equity","0.33","31.59","4,694,527.00","148,300,107.93","148,300,107.93","Financials","BYPZJQ6","JE00BYPZJM29","New York Stock Exchange Inc."
"OZRK","BANK OF OZARKS","Equity","0.33","46.80","3,160,593.00","147,915,752.40","147,915,752.40","Financials","2085856","US0639041062","NASDAQ"
"HUBB","HUBBELL INC","Equity","0.33","103.86","1,423,074.00","147,800,465.64","147,800,465.64","Industrials","BDFG6S3","US4435106079","New York Stock Exchange Inc."
"HRC","HILL ROM HOLDINGS INC","Equity","0.33","85.83","1,719,828.00","147,612,837.24","147,612,837.24","Health Care","2425924","US4314751029","New York Stock Exchange Inc."
"TECH","BIO TECHNE CORP","Equity","0.33","150.91","975,308.00","147,183,730.28","147,183,730.28","Health Care","BSHZ3Q0","US09073M1045","NASDAQ"
"CW","CURTISS WRIGHT CORP","Equity","0.33","128.04","1,148,907.00","147,106,052.28","147,106,052.28","Industrials","2241205","US2315611010","New York Stock Exchange Inc."
"FAF","FIRST AMERICAN FINANCIAL CORP","Equity","0.33","51.11","2,874,211.00","146,900,924.21","146,900,924.21","Financials","B4NFPK4","US31847R1023","New York Stock Exchange Inc."
"POOL","POOL CORP","Equity","0.33","138.81","1,049,856.00","145,730,511.36","145,730,511.36","Consumer Discretionary","2781585","US73278L1052","NASDAQ"
"MKSI","MKS INSTRUMENTS INC","Equity","0.33","102.40","1,416,105.00","145,009,152.00","145,009,152.00","Information Technology","2404871","US55306N1046","NASDAQ"
"WBS","WEBSTER FINANCIAL CORP","Equity","0.32","60.19","2,389,961.00","143,851,752.59","143,851,752.59","Financials","2945143","US9478901096","New York Stock Exchange Inc."
"MDU","MDU RESOURCES GROUP INC","Equity","0.32","28.17","5,083,639.00","143,206,110.63","143,206,110.63","Utilities","2547323","US5526901096","New York Stock Exchange Inc."
"ACM","AECOM","Equity","0.32","34.44","4,138,193.00","142,519,366.92","142,519,366.92","Industrials","B1VZ431","US00766T1007","New York Stock Exchange Inc."
"CTLT","CATALENT INC","Equity","0.32","41.11","3,464,866.00","142,440,641.26","142,440,641.26","Health Care","BP96PQ4","US1488061029","New York Stock Exchange Inc."
"RNR","RENAISSANCERE HOLDING LTD","Equity","0.32","136.04","1,041,836.00","141,731,369.44","141,731,369.44","Financials","2728429","BMG7496G1033","New York Stock Exchange Inc."
"OSK","OSHKOSH CORP","Equity","0.31","72.16","1,942,496.00","140,170,511.36","140,170,511.36","Industrials","2663520","US6882392011","New York Stock Exchange Inc."
"CLB","CORE LABORATORIES NV","Equity","0.31","122.45","1,144,505.00","140,144,637.25","140,144,637.25","Energy","2182531","NL0000200384","New York Stock Exchange Inc."
"RIG","TRANSOCEAN LTD","Equity","0.31","12.37","11,311,866.00","139,927,782.42","139,927,782.42","Energy","B3KFWW1","CH0048265513","New York Stock Exchange Inc."
"WSO","WATSCO INC","Equity","0.31","167.42","832,852.00","139,436,081.84","139,436,081.84","Industrials","2943039","US9426222009","New York Stock Exchange Inc."
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Equity","0.31","63.71","2,182,440.00","139,043,252.40","139,043,252.40","Real Estate","BSPHGN6","US5128161099","NASDAQ"
"ACC","AMERICAN CAMPUS COMMUNITIES REIT I","Equity","0.31","39.11","3,553,150.00","138,963,696.50","138,963,696.50","Real Estate","B02H871","US0248351001","New York Stock Exchange Inc."
"LYV","LIVE NATION ENTERTAINMENT INC","Equity","0.31","39.47","3,517,387.00","138,831,264.89","138,831,264.89","Consumer Discretionary","B0T7YX2","US5380341090","New York Stock Exchange Inc."
"STL","STERLING BAN","Equity","0.31","23.75","5,830,376.00","138,471,430.00","138,471,430.00","Financials","BFNXVB8","US85917A1007","New York Stock Exchange Inc."
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Equity","0.31","74.20","1,857,548.00","137,830,061.60","137,830,061.60","Financials","B1WT4X2","US45841N1072","NASDAQ"
"BC","BRUNSWICK CORP","Equity","0.31","59.88","2,279,182.00","136,477,418.16","136,477,418.16","Consumer Discretionary","2149309","US1170431092","New York Stock Exchange Inc."
"POST","POST HOLDINGS INC","Equity","0.30","79.57","1,701,483.00","135,387,002.31","135,387,002.31","Consumer Staples","B6T0518","US7374461041","New York Stock Exchange Inc."
"FICO","FAIR ISAAC CORP","Equity","0.30","173.18","781,616.00","135,360,258.88","135,360,258.88","Information Technology","2330299","US3032501047","New York Stock Exchange Inc."
"UMPQ","UMPQUA HOLDINGS CORP","Equity","0.30","23.56","5,729,106.00","134,977,737.36","134,977,737.36","Financials","2484389","US9042141039","NASDAQ"
"THO","THOR INDUSTRIES INC","Equity","0.30","106.14","1,271,541.00","134,961,361.74","134,961,361.74","Consumer Discretionary","2889876","US8851601018","New York Stock Exchange Inc."
"CY","CYPRESS SEMICONDUCTOR CORP","Equity","0.30","14.58","9,236,757.00","134,671,917.06","134,671,917.06","Information Technology","2244549","US2328061096","NASDAQ"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Equity","0.30","25.98","5,161,265.00","134,089,664.70","134,089,664.70","Real Estate","2043274","US6819361006","New York Stock Exchange Inc."
"CONE","CYRUSONE REIT INC","Equity","0.30","53.59","2,494,143.00","133,661,123.37","133,661,123.37","Real Estate","B7YRLH9","US23283R1005","NASDAQ"
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.30","253.71","526,222.00","133,507,783.62","133,507,783.62","Health Care","2098508","US0905722072","New York Stock Exchange Inc."
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Equity","0.30","82.87","1,605,994.00","133,088,722.78","133,088,722.78","Industrials","2516851","US5339001068","NASDAQ"
"SON","SONOCO PRODUCTS","Equity","0.30","51.36","2,585,643.00","132,798,624.48","132,798,624.48","Materials","2821395","US8354951027","New York Stock Exchange Inc."
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Equity","0.30","20.40","6,507,367.00","132,750,286.80","132,750,286.80","Financials","2659109","US6802231042","New York Stock Exchange Inc."
"BLKB","BLACKBAUD INC","Equity","0.29","104.96","1,251,566.00","131,364,367.36","131,364,367.36","Information Technology","2458878","US09227Q1004","NASDAQ"
"OLN","OLIN CORP","Equity","0.29","30.19","4,342,840.00","131,110,339.60","131,110,339.60","Materials","2658526","US6806652052","New York Stock Exchange Inc."
"WTFC","WINTRUST FINANCIAL CORP","Equity","0.29","89.45","1,458,800.00","130,489,660.00","130,489,660.00","Financials","2425258","US97650W1080","NASDAQ"
"DNKN","DUNKIN BRANDS GROUP INC","Equity","0.29","60.96","2,134,288.00","130,106,196.48","130,106,196.48","Consumer Discretionary","B3LHT03","US2655041000","NASDAQ"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Equity","0.29","39.01","3,334,348.00","130,072,915.48","130,072,915.48","Industrials","BF0LKD0","US4990491049","New York Stock Exchange Inc."
"TDC","TERADATA CORP","Equity","0.29","40.92","3,177,986.00","130,043,187.12","130,043,187.12","Information Technology","B247H10","US88076W1036","New York Stock Exchange Inc."
"PB","PROSPERITY BANCSHARES INC","Equity","0.29","71.77","1,811,904.00","130,040,350.08","130,040,350.08","Financials","2310257","US7436061052","New York Stock Exchange Inc."
"SIX","SIX FLAGS ENTERTAINMENT CORP","Equity","0.29","63.24","2,046,662.00","129,430,904.88","129,430,904.88","Consumer Discretionary","B43VKB8","US83001A1025","New York Stock Exchange Inc."
"SLM","SLM CORP","Equity","0.29","11.48","11,267,761.00","129,353,896.28","129,353,896.28","Financials","2101967","US78442P1066","NASDAQ"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Equity","0.29","104.19","1,232,625.00","128,427,198.75","128,427,198.75","Health Care","2604336","US1598641074","New York Stock Exchange Inc."
"TCBI","TEXAS CAPITAL BANCSHARES INC","Equity","0.29","98.65","1,290,369.00","127,294,901.85","127,294,901.85","Financials","2977209","US88224Q1076","NASDAQ"
"MUR","MURPHY OIL CORP","Equity","0.28","30.11","4,214,561.00","126,900,431.71","126,900,431.71","Energy","2611206","US6267171022","New York Stock Exchange Inc."
"THG","HANOVER INSURANCE GROUP INC","Equity","0.28","114.85","1,104,596.00","126,862,850.60","126,862,850.60","Financials","2020415","US4108671052","New York Stock Exchange Inc."
"EXP","EAGLE MATERIALS INC","Equity","0.28","98.96","1,261,624.00","124,850,311.04","124,850,311.04","Materials","2191399","US26969P1084","New York Stock Exchange Inc."
"RYN","RAYONIER REIT INC","Equity","0.28","37.19","3,354,847.00","124,766,759.93","124,766,759.93","Real Estate","2473138","US7549071030","New York Stock Exchange Inc."
"TRN","TRINITY INDUSTRIES INC","Equity","0.28","31.87","3,913,313.00","124,717,285.31","124,717,285.31","Industrials","2904627","US8965221091","New York Stock Exchange Inc."
"PTEN","PATTERSON UTI ENERGY INC","Equity","0.28","21.42","5,774,912.00","123,698,615.04","123,698,615.04","Energy","2672537","US7034811015","NASDAQ"
"UTHR","UNITED THERAPEUTICS CORP","Equity","0.28","110.11","1,121,920.00","123,534,611.20","123,534,611.20","Health Care","2430412","US91307C1027","NASDAQ"
"CRI","CARTERS INC","Equity","0.28","100.32","1,227,846.00","123,177,510.72","123,177,510.72","Consumer Discretionary","2980939","US1462291097","New York Stock Exchange Inc."
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Equity","0.28","64.05","1,923,015.00","123,169,110.75","123,169,110.75","Financials","2675097","US72346Q1040","NASDAQ"
"AVT","AVNET INC","Equity","0.27","39.23","3,112,136.00","122,089,095.28","122,089,095.28","Information Technology","2066505","US0538071038","New York Stock Exchange Inc."
"ARRS","ARRIS INTERNATIONAL PLC","Equity","0.27","27.00","4,517,924.00","121,983,948.00","121,983,948.00","Information Technology","BZ04Y37","GB00BZ04Y379","NASDAQ"
"IDA","IDACORP INC","Equity","0.27","93.00","1,307,467.00","121,594,431.00","121,594,431.00","Utilities","2296937","US4511071064","New York Stock Exchange Inc."
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Equity","0.27","12.78","9,478,285.00","121,132,482.30","121,132,482.30","Real Estate","B0JL5L9","US58463J3041","New York Stock Exchange Inc."
"ROL","ROLLINS INC","Equity","0.27","48.52","2,495,325.00","121,073,169.00","121,073,169.00","Industrials","2747305","US7757111049","New York Stock Exchange Inc."
"JBL","JABIL INC","Equity","0.27","26.60","4,546,757.00","120,943,736.20","120,943,736.20","Information Technology","2471789","US4663131039","New York Stock Exchange Inc."
"SABR","SABRE CORP","Equity","0.27","20.64","5,855,302.00","120,853,433.28","120,853,433.28","Information Technology","BLLHH27","US78573M1045","NASDAQ"
"LFUS","LITTELFUSE INC","Equity","0.27","186.92","644,248.00","120,422,836.16","120,422,836.16","Information Technology","2531832","US5370081045","NASDAQ"
"KEX","KIRBY CORP","Equity","0.27","85.30","1,395,831.00","119,064,384.30","119,064,384.30","Industrials","2493534","US4972661064","New York Stock Exchange Inc."
"MPWR","MONOLITHIC POWER SYSTEMS INC","Equity","0.26","117.10","1,008,973.00","118,150,738.30","118,150,738.30","Information Technology","B01Z7J1","US6098391054","NASDAQ"
"HIW","HIGHWOODS PROPERTIES REIT INC","Equity","0.26","44.02","2,679,871.00","117,967,921.42","117,967,921.42","Real Estate","2420640","US4312841087","New York Stock Exchange Inc."
"ASB","ASSOCIATED BANCORP","Equity","0.26","26.45","4,444,106.00","117,546,603.70","117,546,603.70","Financials","2055718","US0454871056","New York Stock Exchange Inc."
"MMS","MAXIMUS INC","Equity","0.26","67.63","1,695,079.00","114,638,192.77","114,638,192.77","Information Technology","2018669","US5779331041","New York Stock Exchange Inc."
"GWR","GENESEE & WYOMING INC CLASS A","Equity","0.26","71.20","1,610,015.00","114,633,068.00","114,633,068.00","Industrials","2374060","US3715591059","New York Stock Exchange Inc."
