iShares Core S&P Mid-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Dec 31, 2018"
Total Net Assets,"41,657,011,578.61"
Shares Outstanding,"250,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"CONE","CYRUSONE REIT INC","Equity","0.38","52.88","2,976,754.00","157,410,751.52","157,410,751.52","Real Estate","B7YRLH9","US23283R1005","NASDAQ"
"DCI","DONALDSON INC","Equity","0.37","43.39","3,597,320.00","156,087,714.80","156,087,714.80","Industrials","2276467","US2576511099","New York Stock Exchange Inc."
"DEI","DOUGLAS EMMETT REIT INC","Equity","0.37","34.13","4,541,272.00","154,993,613.36","154,993,613.36","Real Estate","B1G3M58","US25960P1093","New York Stock Exchange Inc."
"SBNY","SIGNATURE BANK","Equity","0.37","102.81","1,501,624.00","154,381,963.44","154,381,963.44","Financials","B00JQL9","US82669G1040","NASDAQ"
"TECH","BIO TECHNE CORP","Equity","0.37","144.72","1,062,265.00","153,730,990.80","153,730,990.80","Health Care","BSHZ3Q0","US09073M1045","NASDAQ"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Equity","0.37","113.18","1,352,810.00","153,111,035.80","153,111,035.80","Health Care","2604336","US1598641074","New York Stock Exchange Inc."
"HUBB","HUBBELL INC","Equity","0.37","99.34","1,540,721.00","153,055,224.14","153,055,224.14","Industrials","BDFG6S3","US4435106079","New York Stock Exchange Inc."
"FICO","FAIR ISAAC CORP","Equity","0.36","187.00","814,445.00","152,301,215.00","152,301,215.00","Information Technology","2330299","US3032501047","New York Stock Exchange Inc."
"RNR","RENAISSANCERE HOLDING LTD","Equity","0.36","133.70","1,131,571.00","151,291,042.70","151,291,042.70","Financials","2728429","BMG7496G1033","New York Stock Exchange Inc."
"PRAH","PRA HEALTH SCIENCES INC","Equity","0.36","91.96","1,644,781.00","151,254,060.76","151,254,060.76","Health Care","BSHZ3V5","US69354M1080","NASDAQ"
"SON","SONOCO PRODUCTS","Equity","0.36","53.13","2,807,359.00","149,154,983.67","149,154,983.67","Materials","2821395","US8354951027","New York Stock Exchange Inc."
"GNTX","GENTEX CORP","Equity","0.36","20.21","7,373,116.00","149,010,674.36","149,010,674.36","Consumer Discretionary","2366799","US3719011096","NASDAQ"
"DNKN","DUNKIN BRANDS GROUP INC","Equity","0.36","64.12","2,323,311.00","148,970,701.32","148,970,701.32","Consumer Discretionary","B3LHT03","US2655041000","NASDAQ"
"SNV","SYNOVUS FINANCIAL CORP","Equity","0.36","31.99","4,656,429.00","148,959,163.71","148,959,163.71","Financials","BMH4NJ8","US87161C5013","New York Stock Exchange Inc."
"DNB","DUN & BRADSTREET CORP","Equity","0.36","142.74","1,043,054.00","148,885,527.96","148,885,527.96","Industrials","2636254","US26483E1001","New York Stock Exchange Inc."
"MASI","MASIMO CORP","Equity","0.35","107.37","1,371,335.00","147,240,238.95","147,240,238.95","Health Care","B1YWR63","US5747951003","NASDAQ"
"HAE","HAEMONETICS CORP","Equity","0.35","100.05","1,454,289.00","145,501,614.45","145,501,614.45","Health Care","2401195","US4050241003","New York Stock Exchange Inc."
"NATI","NATIONAL INSTRUMENTS CORP","Equity","0.34","45.38","3,166,226.00","143,683,335.88","143,683,335.88","Information Technology","2645078","US6365181022","NASDAQ"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Equity","0.34","78.85","1,812,743.00","142,934,785.55","142,934,785.55","Industrials","2516851","US5339001068","NASDAQ"
"RS","RELIANCE STEEL & ALUMINUM","Equity","0.34","71.17","1,981,199.00","141,001,932.83","141,001,932.83","Materials","2729068","US7595091023","New York Stock Exchange Inc."
"ARRS","ARRIS INTERNATIONAL PLC","Equity","0.34","30.57","4,597,171.00","140,535,517.47","140,535,517.47","Information Technology","BZ04Y37","GB00BZ04Y379","NASDAQ"
"FAF","FIRST AMERICAN FINANCIAL CORP","Equity","0.33","44.64","3,132,102.00","139,817,033.28","139,817,033.28","Financials","B4NFPK4","US31847R1023","New York Stock Exchange Inc."
"THG","HANOVER INSURANCE GROUP INC","Equity","0.33","116.77","1,190,735.00","139,042,125.95","139,042,125.95","Financials","2020415","US4108671052","New York Stock Exchange Inc."
"JBLU","JETBLUE AIRWAYS CORP","Equity","0.33","16.06","8,573,409.00","137,688,948.54","137,688,948.54","Industrials","2852760","US4771431016","NASDAQ"
"CC","CHEMOURS","Equity","0.33","28.22","4,812,549.00","135,810,132.78","135,810,132.78","Materials","BZ0CTP8","US1638511089","New York Stock Exchange Inc."
"CIEN","CIENA CORP","Equity","0.32","33.91","3,995,112.00","135,474,247.92","135,474,247.92","Information Technology","B1FLZ21","US1717793095","New York Stock Exchange Inc."
"EQT","EQT CORP","Equity","0.32","18.89","7,156,979.00","135,195,333.31","135,195,333.31","Energy","2319414","US26884L1098","New York Stock Exchange Inc."
"EPR","EPR PROPERTIES REIT","Equity","0.32","64.03","2,091,645.00","133,928,029.35","133,928,029.35","Real Estate","B8XXZP1","US26884U1097","New York Stock Exchange Inc."
"UTHR","UNITED THERAPEUTICS CORP","Equity","0.32","108.90","1,227,551.00","133,680,303.90","133,680,303.90","Health Care","2430412","US91307C1027","NASDAQ"
"IDA","IDACORP INC","Equity","0.32","93.06","1,417,884.00","131,948,285.04","131,948,285.04","Utilities","2296937","US4511071064","New York Stock Exchange Inc."
"CASY","CASEYS GENERAL STORES INC","Equity","0.32","128.14","1,029,714.00","131,947,551.96","131,947,551.96","Consumer Staples","2179414","US1475281036","NASDAQ"
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.32","232.22","566,380.00","131,524,763.60","131,524,763.60","Health Care","2098508","US0905722072","New York Stock Exchange Inc."
"MDU","MDU RESOURCES GROUP INC","Equity","0.32","23.84","5,515,418.00","131,487,565.12","131,487,565.12","Utilities","2547323","US5526901096","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP INC","Equity","0.31","9.41","13,775,141.00","129,624,076.81","129,624,076.81","Financials","2711656","US6494451031","New York Stock Exchange Inc."
"CY","CYPRESS SEMICONDUCTOR CORP","Equity","0.31","12.72","10,188,979.00","129,603,812.88","129,603,812.88","Information Technology","2244549","US2328061096","NASDAQ"
"AYI","ACUITY BRANDS INC","Equity","0.31","114.95","1,126,827.00","129,528,763.65","129,528,763.65","Industrials","2818461","US00508Y1029","New York Stock Exchange Inc."
"WBS","WEBSTER FINANCIAL CORP","Equity","0.31","49.29","2,595,134.00","127,914,154.86","127,914,154.86","Financials","2945143","US9478901096","New York Stock Exchange Inc."
"CHE","CHEMED CORP","Equity","0.31","283.28","451,226.00","127,823,301.28","127,823,301.28","Health Care","2190084","US16359R1032","New York Stock Exchange Inc."
"MPWR","MONOLITHIC POWER SYSTEMS INC","Equity","0.31","116.25","1,097,498.00","127,584,142.50","127,584,142.50","Information Technology","B01Z7J1","US6098391054","NASDAQ"
"TDC","TERADATA CORP","Equity","0.31","38.36","3,324,724.00","127,536,412.64","127,536,412.64","Information Technology","B247H10","US88076W1036","New York Stock Exchange Inc."
"CTLT","CATALENT INC","Equity","0.31","31.18","4,088,922.00","127,492,587.96","127,492,587.96","Health Care","BP96PQ4","US1488061029","New York Stock Exchange Inc."
"WH","WYNDHAM HOTELS RESORTS INC","Equity","0.30","45.37","2,789,838.00","126,574,950.06","126,574,950.06","Consumer Discretionary","BF108P4","US98311A1051","New York Stock Exchange Inc."
"WPX","WPX ENERGY INC","Equity","0.30","11.35","11,113,095.00","126,133,628.25","126,133,628.25","Energy","B40PCD9","US98212B1035","New York Stock Exchange Inc."
"CW","CURTISS WRIGHT CORP","Equity","0.30","102.12","1,233,306.00","125,945,208.72","125,945,208.72","Industrials","2241205","US2315611010","New York Stock Exchange Inc."
"WSO","WATSCO INC","Equity","0.30","139.14","903,394.00","125,698,241.16","125,698,241.16","Industrials","2943039","US9426222009","New York Stock Exchange Inc."
"TOL","TOLL BROTHERS INC","Equity","0.30","32.93","3,808,579.00","125,416,506.47","125,416,506.47","Consumer Discretionary","2896092","US8894781033","New York Stock Exchange Inc."
"LIVN","LIVANOVA PLC","Equity","0.30","91.47","1,369,378.00","125,257,005.66","125,257,005.66","Health Care","BYMT0J1","GB00BYMT0J19","NASDAQ"
"PII","POLARIS INDUSTRIES INC","Equity","0.30","76.68","1,633,507.00","125,257,316.76","125,257,316.76","Consumer Discretionary","2692933","US7310681025","New York Stock Exchange Inc."
"ASH","ASHLAND GLOBAL INC","Equity","0.30","70.96","1,757,581.00","124,717,947.76","124,717,947.76","Materials","BYND5N1","US0441861046","New York Stock Exchange Inc."
"OSK","OSHKOSH CORP","Equity","0.30","61.31","2,022,274.00","123,985,618.94","123,985,618.94","Industrials","2663520","US6882392011","New York Stock Exchange Inc."
"NFG","NATIONAL FUEL GAS","Equity","0.30","51.18","2,421,636.00","123,939,330.48","123,939,330.48","Utilities","2626103","US6361801011","New York Stock Exchange Inc."
"CREE","CREE INC","Equity","0.30","42.77","2,884,672.00","123,391,844.80","123,391,844.80","Information Technology","2232351","US2254471012","NASDAQ"
"LSI","LIFE STORAGE INC","Equity","0.29","92.99","1,312,950.00","122,091,220.50","122,091,220.50","Real Estate","BDCSFJ6","US53223X1072","New York Stock Exchange Inc."
"GWR","GENESEE & WYOMING INC CLASS A","Equity","0.29","74.02","1,642,455.00","121,574,519.10","121,574,519.10","Industrials","2374060","US3715591059","New York Stock Exchange Inc."
"LFUS","LITTELFUSE INC","Equity","0.29","171.48","707,592.00","121,337,876.16","121,337,876.16","Information Technology","2531832","US5370081045","NASDAQ"
"FHN","FIRST HORIZON NATIONAL CORP","Equity","0.29","13.16","9,113,129.00","119,928,777.64","119,928,777.64","Financials","2341484","US3205171057","New York Stock Exchange Inc."
"ITT","ITT INC","Equity","0.29","48.27","2,464,757.00","118,973,820.39","118,973,820.39","Industrials","BZBY209","US45073V1089","New York Stock Exchange Inc."
"OGS","ONE GAS INC","Equity","0.28","79.60","1,479,848.00","117,795,900.80","117,795,900.80","Utilities","BJ0KXV4","US68235P1084","New York Stock Exchange Inc."
"BMS","BEMIS INC","Equity","0.28","45.90","2,564,353.00","117,703,802.70","117,703,802.70","Materials","2090173","US0814371052","New York Stock Exchange Inc."
"MMS","MAXIMUS INC","Equity","0.28","65.09","1,803,994.00","117,421,969.46","117,421,969.46","Information Technology","2018669","US5779331041","New York Stock Exchange Inc."
"LOGM","LOGMEIN INC","Equity","0.28","81.57","1,439,110.00","117,388,202.70","117,388,202.70","Information Technology","B600J15","US54142L1098","NASDAQ"
"ACM","AECOM","Equity","0.28","26.50","4,398,061.00","116,548,616.50","116,548,616.50","Industrials","B1VZ431","US00766T1007","New York Stock Exchange Inc."
"PB","PROSPERITY BANCSHARES INC","Equity","0.28","62.30","1,869,738.00","116,484,677.40","116,484,677.40","Financials","2310257","US7436061052","New York Stock Exchange Inc."
"WWD","WOODWARD INC","Equity","0.28","74.29","1,564,330.00","116,214,075.70","116,214,075.70","Industrials","2948089","US9807451037","NASDAQ"
"MDSO","MEDIDATA SOLUTIONS INC","Equity","0.28","67.42","1,721,017.00","116,030,966.14","116,030,966.14","Health Care","B5424Q0","US58471A1051","NASDAQ"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Equity","0.28","54.65","2,115,102.00","115,590,324.30","115,590,324.30","Financials","B1WT4X2","US45841N1072","IEX"
"EV","EATON VANCE COM NON VOTING CORP","Equity","0.28","35.18","3,277,718.00","115,310,119.24","115,310,119.24","Financials","2301057","US2782651036","New York Stock Exchange Inc."
"ETRN","EQUITRANS MIDSTREAM CORP","Equity","0.27","20.02","5,730,488.00","114,724,369.76","114,724,369.76","Energy","BFMWBV6","US2946001011","New York Stock Exchange Inc."
"CABO","CABLE ONE INC","Equity","0.27","820.10","139,821.00","114,667,202.10","114,667,202.10","Communication","BZ07DS4","US12685J1051","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.27","33.28","3,431,881.00","114,212,999.68","114,212,999.68","Financials","2619772","US6952631033","NASDAQ"
"SWX","SOUTHWEST GAS HOLDINGS INC","Equity","0.27","76.50","1,490,673.00","114,036,484.50","114,036,484.50","Utilities","2831888","US8448951025","New York Stock Exchange Inc."
"WSM","WILLIAMS SONOMA INC","Equity","0.27","50.45","2,258,223.00","113,927,350.35","113,927,350.35","Consumer Discretionary","2967589","US9699041011","New York Stock Exchange Inc."
"NJR","NEW JERSEY RESOURCES CORP","Equity","0.27","45.67","2,489,404.00","113,691,080.68","113,691,080.68","Utilities","2630513","US6460251068","New York Stock Exchange Inc."
"BC","BRUNSWICK CORP","Equity","0.27","46.45","2,443,988.00","113,523,242.60","113,523,242.60","Consumer Discretionary","2149309","US1170431092","New York Stock Exchange Inc."
"AVT","AVNET INC","Equity","0.27","36.10","3,128,802.00","112,949,752.20","112,949,752.20","Information Technology","2066505","US0538071038","NASDAQ"
"MAN","MANPOWER INC","Equity","0.27","64.80","1,739,386.00","112,712,212.80","112,712,212.80","Industrials","2562490","US56418H1005","New York Stock Exchange Inc."
"HIW","HIGHWOODS PROPERTIES REIT INC","Equity","0.27","38.69","2,910,886.00","112,622,179.34","112,622,179.34","Real Estate","2420640","US4312841087","New York Stock Exchange Inc."
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Equity","0.27","36.62","3,067,955.00","112,348,512.10","112,348,512.10","Utilities","2415204","US4198701009","New York Stock Exchange Inc."
"SIX","SIX FLAGS ENTERTAINMENT CORP","Equity","0.27","55.63","2,018,301.00","112,278,084.63","112,278,084.63","Consumer Discretionary","B43VKB8","US83001A1025","New York Stock Exchange Inc."
"TXRH","TEXAS ROADHOUSE INC","Equity","0.27","59.70","1,873,202.00","111,830,159.40","111,830,159.40","Consumer Discretionary","B033TJ7","US8826811098","NASDAQ"
"OLED","UNIVERSAL DISPLAY CORP","Equity","0.27","93.57","1,193,450.00","111,671,116.50","111,671,116.50","Information Technology","2277880","US91347P1057","NASDAQ"
"KMPR","KEMPER CORP","Equity","0.27","66.38","1,672,696.00","111,033,560.48","111,033,560.48","Financials","B52KRV2","US4884011002","New York Stock Exchange Inc."
"LSTR","LANDSTAR SYSTEM INC","Equity","0.27","95.67","1,158,115.00","110,796,862.05","110,796,862.05","Industrials","2503994","US5150981018","NASDAQ"
"HPT","HOSPITALITY PROPERTIES TRUST REIT","Equity","0.26","23.88","4,631,350.00","110,596,638.00","110,596,638.00","Real Estate","2438966","US44106M1027","NASDAQ"
"ALE","ALLETE INC","Equity","0.26","76.22","1,447,447.00","110,324,410.34","110,324,410.34","Utilities","B02R1L6","US0185223007","New York Stock Exchange Inc."
"PBF","PBF ENERGY INC CLASS A","Equity","0.26","32.67","3,372,199.00","110,169,741.33","110,169,741.33","Energy","B7F4TJ7","US69318G1067","New York Stock Exchange Inc."
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","Equity","0.26","159.86","676,519.00","108,148,327.34","108,148,327.34","Consumer Discretionary","2231091","US22410J1060","NASDAQ"
"PRI","PRIMERICA INC","Equity","0.26","97.71","1,105,268.00","107,995,736.28","107,995,736.28","Financials","B50K3X8","US74164M1080","New York Stock Exchange Inc."
"ICUI","ICU MEDICAL INC","Equity","0.26","229.63","467,315.00","107,309,543.45","107,309,543.45","Health Care","2451918","US44930G1076","NASDAQ"
"CNK","CINEMARK HOLDINGS INC","Equity","0.26","35.80","2,991,681.00","107,102,179.80","107,102,179.80","Communication","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"MUR","MURPHY OIL CORP","Equity","0.26","23.39","4,568,637.00","106,860,419.43","106,860,419.43","Energy","2611206","US6267171022","New York Stock Exchange Inc."
